grid_id,cx,cy,max_rank,max_depth_cm,flood_ratio,exposure,priority
G01787,126.939283,37.384602,2.0,40.0,0.2234,0.6234,0.6234
G03889,126.922321,37.410728,3.0,60.0,0.0231,0.6231,0.6231
G02481,126.981122,37.39271,3.0,60.0,0.0224,0.6224,0.6224
G02161,126.94946,37.389107,2.0,40.0,0.2221,0.6221,0.6221
G03330,126.950591,37.403521,1.0,20.0,0.4213,0.6213,0.6213
G04317,126.911013,37.416134,3.0,60.0,0.0206,0.6206,0.6206
G02103,126.966422,37.388206,1.0,20.0,0.4193,0.6193,0.6193
G02881,126.938152,37.398116,1.0,20.0,0.4189,0.6189,0.6189
G01948,126.956245,37.386404,1.0,20.0,0.417,0.617,0.617
G00991,126.947199,37.374692,3.0,60.0,0.0162,0.6162,0.6162
G03314,126.932498,37.403521,1.0,20.0,0.4134,0.6134,0.6134
G00337,126.950591,37.366584,3.0,60.0,0.0127,0.6127,0.6127
G02888,126.946068,37.398116,2.0,40.0,0.2116,0.6116,0.6116
G03378,126.922321,37.404422,2.0,40.0,0.2105,0.6105,0.6105
G02908,126.968684,37.398116,1.0,20.0,0.4071,0.6071,0.6071
G04390,126.911013,37.417035,3.0,60.0,0.0061,0.6061,0.6061
G03853,126.964161,37.409827,2.0,40.0,0.2046,0.6046,0.6046
G02971,126.957376,37.399016,1.0,20.0,0.404,0.604,0.604
G04099,126.912144,37.413431,3.0,60.0,0.0038,0.6038,0.6038
G03658,126.908752,37.408025,3.0,60.0,0.0035,0.6035,0.6035
G02693,126.973207,37.395413,2.0,40.0,0.1975,0.5975,0.5975
G01853,126.931368,37.385503,2.0,40.0,0.1974,0.5974,0.5974
G02886,126.943806,37.398116,1.0,20.0,0.3965,0.5965,0.5965
G02972,126.958507,37.399016,1.0,20.0,0.3964,0.5964,0.5964
G02300,126.941545,37.390908,2.0,40.0,0.1951,0.5951,0.5951
G02503,126.923452,37.393611,1.0,20.0,0.3921,0.5921,0.5921
G03398,126.944937,37.404422,1.0,20.0,0.3904,0.5904,0.5904
G02956,126.940414,37.399016,1.0,20.0,0.3896,0.5896,0.5896
G03270,126.965291,37.40262,1.0,20.0,0.3893,0.5893,0.5893
G01999,126.931368,37.387305,1.0,20.0,0.3889,0.5889,0.5889
G02689,126.968684,37.395413,1.0,20.0,0.3878,0.5878,0.5878
G02576,126.923452,37.394512,2.0,40.0,0.1876,0.5876,0.5876
G02024,126.959637,37.387305,1.0,20.0,0.3853,0.5853,0.5853
G02368,126.935891,37.391809,2.0,40.0,0.1851,0.5851,0.5851
G01950,126.958507,37.386404,2.0,40.0,0.1849,0.5849,0.5849
G02882,126.939283,37.398116,1.0,20.0,0.3843,0.5843,0.5843
G03396,126.942675,37.404422,2.0,40.0,0.1834,0.5834,0.5834
G02989,126.97773,37.399016,1.0,20.0,0.3811,0.5811,0.5811
G03461,126.933629,37.405323,1.0,20.0,0.3805,0.5805,0.5805
G01682,126.903098,37.383701,2.0,40.0,0.1803,0.5803,0.5803
G03112,126.951722,37.400818,2.0,40.0,0.1784,0.5784,0.5784
G02149,126.935891,37.389107,1.0,20.0,0.3763,0.5763,0.5763
G03108,126.947199,37.400818,1.0,20.0,0.3756,0.5756,0.5756
G02271,126.908752,37.390908,1.0,20.0,0.3738,0.5738,0.5738
G03444,126.914406,37.405323,1.0,20.0,0.3712,0.5712,0.5712
G03023,126.933629,37.399917,1.0,20.0,0.371,0.571,0.571
G02150,126.937022,37.389107,1.0,20.0,0.3708,0.5708,0.5708
G01952,126.960768,37.386404,1.0,20.0,0.369,0.569,0.569
G03160,126.923452,37.401719,2.0,40.0,0.164,0.564,0.564
G03884,126.916667,37.410728,2.0,40.0,0.1638,0.5638,0.5638
G02405,126.97773,37.391809,2.0,40.0,0.1617,0.5617,0.5617
G03471,126.944937,37.405323,2.0,40.0,0.1605,0.5605,0.5605
G02544,126.969814,37.393611,1.0,20.0,0.3592,0.5592,0.5592
G03159,126.922321,37.401719,1.0,20.0,0.3562,0.5562,0.5562
G00920,126.94946,37.373791,2.0,40.0,0.1545,0.5545,0.5545
G02342,126.90649,37.391809,1.0,20.0,0.3543,0.5543,0.5543
G02406,126.978861,37.391809,2.0,40.0,0.1523,0.5523,0.5523
G04322,126.916667,37.416134,1.0,20.0,0.351,0.551,0.551
G03189,126.956245,37.401719,2.0,40.0,0.1451,0.5451,0.5451
G02808,126.938152,37.397215,1.0,20.0,0.341,0.541,0.541
G03423,126.973207,37.404422,1.0,20.0,0.3396,0.5396,0.5396
G02986,126.974338,37.399016,1.0,20.0,0.3391,0.5391,0.5391
G01997,126.929106,37.387305,1.0,20.0,0.3367,0.5367,0.5367
G03079,126.914406,37.400818,1.0,20.0,0.3352,0.5352,0.5352
G01702,126.925714,37.383701,2.0,40.0,0.1338,0.5338,0.5338
G02687,126.966422,37.395413,1.0,20.0,0.3322,0.5322,0.5322
G02005,126.938152,37.387305,1.0,20.0,0.3308,0.5308,0.5308
G02841,126.975468,37.397215,1.0,20.0,0.3284,0.5284,0.5284
G00700,126.948329,37.371089,2.0,40.0,0.1276,0.5276,0.5276
G02834,126.967553,37.397215,1.0,20.0,0.3257,0.5257,0.5257
G02766,126.973207,37.396314,1.0,20.0,0.3245,0.5245,0.5245
G01785,126.937022,37.384602,2.0,40.0,0.1241,0.5241,0.5241
G03693,126.948329,37.408025,1.0,20.0,0.3225,0.5225,0.5225
G02367,126.93476,37.391809,2.0,40.0,0.1207,0.5207,0.5207
G02160,126.948329,37.389107,1.0,20.0,0.3185,0.5185,0.5185
G03881,126.913275,37.410728,2.0,40.0,0.1171,0.5171,0.5171
G03264,126.958507,37.40262,1.0,20.0,0.3168,0.5168,0.5168
G03768,126.950591,37.408926,1.0,20.0,0.3164,0.5164,0.5164
G02219,126.932498,37.390007,1.0,20.0,0.316,0.516,0.516
G02246,126.96303,37.390007,1.0,20.0,0.3144,0.5144,0.5144
G03127,126.968684,37.400818,1.0,20.0,0.3128,0.5128,0.5128
G02963,126.948329,37.399016,2.0,40.0,0.1099,0.5099,0.5099
G01830,126.905359,37.385503,2.0,40.0,0.1097,0.5097,0.5097
G03032,126.943806,37.399917,2.0,40.0,0.1097,0.5097,0.5097
G03544,126.944937,37.406224,2.0,40.0,0.1089,0.5089,0.5089
G03207,126.976599,37.401719,1.0,20.0,0.3089,0.5089,0.5089
G02794,126.922321,37.397215,1.0,20.0,0.3085,0.5085,0.5085
G02349,126.914406,37.391809,1.0,20.0,0.308,0.508,0.508
G02468,126.966422,37.39271,1.0,20.0,0.3074,0.5074,0.5074
G02619,126.972076,37.394512,1.0,20.0,0.3052,0.5052,0.5052
G04248,126.915536,37.415233,2.0,40.0,0.1038,0.5038,0.5038
G02395,126.966422,37.391809,1.0,20.0,0.3035,0.5035,0.5035
G02293,126.933629,37.390908,2.0,40.0,0.1029,0.5029,0.5029
G02355,126.92119,37.391809,2.0,40.0,0.1026,0.5026,0.5026
G03048,126.961899,37.399917,1.0,20.0,0.3019,0.5019,0.5019
G03305,126.922321,37.403521,2.0,40.0,0.0996,0.4996,0.4996
G02941,126.923452,37.399016,1.0,20.0,0.2985,0.4985,0.4985
G03688,126.942675,37.408025,2.0,40.0,0.0971,0.4971,0.4971
G02516,126.938152,37.393611,1.0,20.0,0.2955,0.4955,0.4955
G02722,126.923452,37.396314,1.0,20.0,0.293,0.493,0.493
G02328,126.973207,37.390908,1.0,20.0,0.2909,0.4909,0.4909
G03045,126.958507,37.399917,1.0,20.0,0.2899,0.4899,0.4899
G02276,126.914406,37.390908,1.0,20.0,0.2893,0.4893,0.4893
G02626,126.979992,37.394512,2.0,40.0,0.0893,0.4893,0.4893
G02761,126.967553,37.396314,1.0,20.0,0.2892,0.4892,0.4892
G03266,126.960768,37.40262,1.0,20.0,0.2885,0.4885,0.4885
G02467,126.965291,37.39271,1.0,20.0,0.2882,0.4882,0.4882
G03555,126.957376,37.406224,1.0,20.0,0.2873,0.4873,0.4873
G02565,126.911013,37.394512,2.0,40.0,0.0866,0.4866,0.4866
G02356,126.922321,37.391809,2.0,40.0,0.0829,0.4829,0.4829
G01713,126.938152,37.383701,1.0,20.0,0.2827,0.4827,0.4827
G01630,126.926844,37.3828,2.0,40.0,0.0825,0.4825,0.4825
G02339,126.903098,37.391809,2.0,40.0,0.0823,0.4823,0.4823
G02809,126.939283,37.397215,1.0,20.0,0.2813,0.4813,0.4813
G02440,126.93476,37.39271,2.0,40.0,0.0809,0.4809,0.4809
G01709,126.933629,37.383701,1.0,20.0,0.2751,0.4751,0.4751
G03158,126.92119,37.401719,1.0,20.0,0.2728,0.4728,0.4728
G03166,126.930237,37.401719,1.0,20.0,0.2712,0.4712,0.4712
G03879,126.911013,37.410728,1.0,20.0,0.2707,0.4707,0.4707
G03278,126.974338,37.40262,1.0,20.0,0.2703,0.4703,0.4703
G03407,126.955114,37.404422,1.0,20.0,0.2702,0.4702,0.4702
G02098,126.960768,37.388206,1.0,20.0,0.2696,0.4696,0.4696
G02412,126.903098,37.39271,2.0,40.0,0.0677,0.4677,0.4677
G02072,126.931368,37.388206,1.0,20.0,0.2671,0.4671,0.4671
G00699,126.947199,37.371089,2.0,40.0,0.0671,0.4671,0.4671
G03012,126.92119,37.399917,1.0,20.0,0.2669,0.4669,0.4669
G02860,126.914406,37.398116,1.0,20.0,0.2651,0.4651,0.4651
G01635,126.932498,37.3828,1.0,20.0,0.2641,0.4641,0.4641
G03272,126.967553,37.40262,2.0,40.0,0.0637,0.4637,0.4637
G02295,126.935891,37.390908,2.0,40.0,0.0628,0.4628,0.4628
G01998,126.930237,37.387305,1.0,20.0,0.2624,0.4624,0.4624
G03553,126.955114,37.406224,2.0,40.0,0.0622,0.4622,0.4622
G02320,126.964161,37.390908,1.0,20.0,0.2621,0.4621,0.4621
G02909,126.969814,37.398116,1.0,20.0,0.2614,0.4614,0.4614
G02880,126.937022,37.398116,1.0,20.0,0.2612,0.4612,0.4612
G03816,126.922321,37.409827,1.0,20.0,0.2601,0.4601,0.4601
G03062,126.97773,37.399917,1.0,20.0,0.2596,0.4596,0.4596
G02869,126.924583,37.398116,2.0,40.0,0.0592,0.4592,0.4592
G01493,126.937022,37.380998,1.0,20.0,0.2574,0.4574,0.4574
G02465,126.96303,37.39271,1.0,20.0,0.2573,0.4573,0.4573
G03010,126.918929,37.399917,2.0,40.0,0.0571,0.4571,0.4571
G03935,126.974338,37.410728,1.0,20.0,0.2561,0.4561,0.4561
G03126,126.967553,37.400818,1.0,20.0,0.2557,0.4557,0.4557
G01567,126.938152,37.381899,1.0,20.0,0.2546,0.4546,0.4546
G03111,126.950591,37.400818,2.0,40.0,0.0541,0.4541,0.4541
G03882,126.914406,37.410728,2.0,40.0,0.0531,0.4531,0.4531
G03450,126.92119,37.405323,2.0,40.0,0.0515,0.4515,0.4515
G03730,126.907621,37.408926,2.0,40.0,0.0509,0.4509,0.4509
G01929,126.93476,37.386404,1.0,20.0,0.2509,0.4509,0.4509
G02475,126.974338,37.39271,1.0,20.0,0.2501,0.4501,0.4501
G03038,126.950591,37.399917,2.0,40.0,0.05,0.45,0.45
G02445,126.940414,37.39271,2.0,40.0,0.0498,0.4498,0.4498
G02627,126.981122,37.394512,2.0,40.0,0.0498,0.4498,0.4498
G02813,126.943806,37.397215,2.0,40.0,0.0496,0.4496,0.4496
G03622,126.950591,37.407125,1.0,20.0,0.2478,0.4478,0.4478
G01561,126.931368,37.381899,1.0,20.0,0.2472,0.4472,0.4472
G03733,126.911013,37.408926,2.0,40.0,0.0417,0.4417,0.4417
G03468,126.941545,37.405323,2.0,40.0,0.0402,0.4402,0.4402
G03229,126.918929,37.40262,1.0,20.0,0.2394,0.4394,0.4394
G02871,126.926844,37.398116,2.0,40.0,0.0365,0.4365,0.4365
G02490,126.908752,37.393611,2.0,40.0,0.0352,0.4352,0.4352
G03009,126.917798,37.399917,2.0,40.0,0.0339,0.4339,0.4339
G01413,126.929106,37.380098,1.0,20.0,0.2295,0.4295,0.4295
G02866,126.92119,37.398116,1.0,20.0,0.2277,0.4277,0.4277
G04471,126.92006,37.417935,1.0,20.0,0.2275,0.4275,0.4275
G03051,126.965291,37.399917,1.0,20.0,0.2272,0.4272,0.4272
G02517,126.939283,37.393611,2.0,40.0,0.0259,0.4259,0.4259
G02007,126.940414,37.387305,1.0,20.0,0.2256,0.4256,0.4256
G02547,126.973207,37.393611,1.0,20.0,0.2251,0.4251,0.4251
G02660,126.935891,37.395413,2.0,40.0,0.0247,0.4247,0.4247
G02912,126.973207,37.398116,1.0,20.0,0.2241,0.4241,0.4241
G04031,126.917798,37.41253,1.0,20.0,0.2228,0.4228,0.4228
G03169,126.933629,37.401719,1.0,20.0,0.2225,0.4225,0.4225
G02541,126.966422,37.393611,1.0,20.0,0.2225,0.4225,0.4225
G05986,126.899705,37.436854,2.0,40.0,0.0224,0.4224,0.4224
G02916,126.97773,37.398116,1.0,20.0,0.2223,0.4223,0.4223
G02136,126.92119,37.389107,2.0,40.0,0.0217,0.4217,0.4217
G02422,126.914406,37.39271,1.0,20.0,0.2213,0.4213,0.4213
G02616,126.968684,37.394512,1.0,20.0,0.2206,0.4206,0.4206
G02947,126.930237,37.399016,2.0,40.0,0.018,0.418,0.418
G03016,126.925714,37.399917,2.0,40.0,0.0171,0.4171,0.4171
G03019,126.929106,37.399917,2.0,40.0,0.0158,0.4158,0.4158
G02177,126.967553,37.389107,1.0,20.0,0.2156,0.4156,0.4156
G03661,126.912144,37.408025,2.0,40.0,0.0156,0.4156,0.4156
G03379,126.923452,37.404422,2.0,40.0,0.015,0.415,0.415
G03114,126.953983,37.400818,1.0,20.0,0.2147,0.4147,0.4147
G01714,126.939283,37.383701,1.0,20.0,0.2146,0.4146,0.4146
G03265,126.959637,37.40262,1.0,20.0,0.2134,0.4134,0.4134
G03985,126.948329,37.411629,2.0,40.0,0.0129,0.4129,0.4129
G03190,126.957376,37.401719,1.0,20.0,0.2127,0.4127,0.4127
G02321,126.965291,37.390908,1.0,20.0,0.2103,0.4103,0.4103
G02275,126.913275,37.390908,1.0,20.0,0.2071,0.4071,0.4071
G03191,126.958507,37.401719,1.0,20.0,0.207,0.407,0.407
G04225,126.972076,37.414332,1.0,20.0,0.2062,0.4062,0.4062
G04006,126.972076,37.411629,1.0,20.0,0.2054,0.4054,0.4054
G03810,126.915536,37.409827,2.0,40.0,0.0046,0.4046,0.4046
G03351,126.974338,37.403521,1.0,20.0,0.2039,0.4039,0.4039
G03096,126.933629,37.400818,1.0,20.0,0.2034,0.4034,0.4034
G01759,126.907621,37.384602,2.0,40.0,0.0032,0.4032,0.4032
G06059,126.899705,37.437755,2.0,40.0,0.0019,0.4019,0.4019
G01347,126.937022,37.379197,1.0,20.0,0.2018,0.4018,0.4018
G01495,126.939283,37.380998,2.0,40.0,0.0012,0.4012,0.4012
G00410,126.950591,37.367485,2.0,40.0,0.0001,0.4001,0.4001
G01492,126.935891,37.380998,1.0,20.0,0.1994,0.3994,0.3994
G03389,126.93476,37.404422,1.0,20.0,0.1983,0.3983,0.3983
G04003,126.968684,37.411629,1.0,20.0,0.1982,0.3982,0.3982
G01874,126.955114,37.385503,1.0,20.0,0.1965,0.3965,0.3965
G02688,126.967553,37.395413,1.0,20.0,0.1956,0.3956,0.3956
G02100,126.96303,37.388206,1.0,20.0,0.1931,0.3931,0.3931
G03692,126.947199,37.408025,1.0,20.0,0.1908,0.3908,0.3908
G02840,126.974338,37.397215,1.0,20.0,0.1898,0.3898,0.3898
G03333,126.953983,37.403521,1.0,20.0,0.1873,0.3873,0.3873
G03957,126.916667,37.411629,1.0,20.0,0.1854,0.3854,0.3854
G01922,126.926844,37.386404,1.0,20.0,0.1852,0.3852,0.3852
G02876,126.932498,37.398116,1.0,20.0,0.1801,0.3801,0.3801
G03151,126.913275,37.401719,1.0,20.0,0.1791,0.3791,0.3791
G01925,126.930237,37.386404,1.0,20.0,0.1788,0.3788,0.3788
G02785,126.912144,37.397215,1.0,20.0,0.1777,0.3777,0.3777
G02125,126.908752,37.389107,1.0,20.0,0.1771,0.3771,0.3771
G04151,126.970945,37.413431,1.0,20.0,0.177,0.377,0.377
G01640,126.938152,37.3828,1.0,20.0,0.177,0.377,0.377
G02736,126.939283,37.396314,1.0,20.0,0.1762,0.3762,0.3762
G01856,126.93476,37.385503,1.0,20.0,0.1746,0.3746,0.3746
G01859,126.938152,37.385503,1.0,20.0,0.1702,0.3702,0.3702
G03988,126.951722,37.411629,1.0,20.0,0.1701,0.3701,0.3701
G03929,126.967553,37.410728,1.0,20.0,0.1698,0.3698,0.3698
G03056,126.970945,37.399917,1.0,20.0,0.1694,0.3694,0.3694
G03182,126.948329,37.401719,1.0,20.0,0.1686,0.3686,0.3686
G03350,126.973207,37.403521,1.0,20.0,0.1673,0.3673,0.3673
G02867,126.922321,37.398116,1.0,20.0,0.1672,0.3672,0.3672
G03327,126.947199,37.403521,1.0,20.0,0.1663,0.3663,0.3663
G03156,126.918929,37.401719,1.0,20.0,0.166,0.366,0.366
G02649,126.923452,37.395413,1.0,20.0,0.1658,0.3658,0.3658
G02437,126.931368,37.39271,1.0,20.0,0.1654,0.3654,0.3654
G02343,126.907621,37.391809,1.0,20.0,0.1643,0.3643,0.3643
G03589,126.913275,37.407125,1.0,20.0,0.1638,0.3638,0.3638
G02494,126.913275,37.393611,1.0,20.0,0.1635,0.3635,0.3635
G03135,126.97773,37.400818,1.0,20.0,0.1597,0.3597,0.3597
G03628,126.957376,37.407125,1.0,20.0,0.1596,0.3596,0.3596
G02254,126.972076,37.390007,1.0,20.0,0.1594,0.3594,0.3594
G03200,126.968684,37.401719,1.0,20.0,0.1564,0.3564,0.3564
G03113,126.952853,37.400818,1.0,20.0,0.1543,0.3543,0.3543
G02772,126.979992,37.396314,1.0,20.0,0.1539,0.3539,0.3539
G03271,126.966422,37.40262,1.0,20.0,0.1534,0.3534,0.3534
G03181,126.947199,37.401719,1.0,20.0,0.1513,0.3513,0.3513
G03118,126.958507,37.400818,1.0,20.0,0.1509,0.3509,0.3509
G03013,126.922321,37.399917,1.0,20.0,0.1496,0.3496,0.3496
G02542,126.967553,37.393611,1.0,20.0,0.1493,0.3493,0.3493
G02135,126.92006,37.389107,1.0,20.0,0.1483,0.3483,0.3483
G02000,126.932498,37.387305,1.0,20.0,0.1471,0.3471,0.3471
G01928,126.933629,37.386404,1.0,20.0,0.1466,0.3466,0.3466
G01486,126.929106,37.380998,1.0,20.0,0.1462,0.3462,0.3462
G02469,126.967553,37.39271,1.0,20.0,0.1458,0.3458,0.3458
G02786,126.913275,37.397215,1.0,20.0,0.1454,0.3454,0.3454
G02812,126.942675,37.397215,1.0,20.0,0.1441,0.3441,0.3441
G02985,126.973207,37.399016,1.0,20.0,0.1435,0.3435,0.3435
G03230,126.92006,37.40262,1.0,20.0,0.141,0.341,0.341
G03814,126.92006,37.409827,1.0,20.0,0.1377,0.3377,0.3377
G02836,126.969814,37.397215,1.0,20.0,0.1377,0.3377,0.3377
G02443,126.938152,37.39271,1.0,20.0,0.1368,0.3368,0.3368
G02940,126.922321,37.399016,1.0,20.0,0.135,0.335,0.335
G01855,126.933629,37.385503,1.0,20.0,0.1346,0.3346,0.3346
G03954,126.913275,37.411629,1.0,20.0,0.1345,0.3345,0.3345
G02768,126.975468,37.396314,1.0,20.0,0.1342,0.3342,0.3342
G03534,126.933629,37.406224,1.0,20.0,0.1331,0.3331,0.3331
G03789,126.974338,37.408926,1.0,20.0,0.1323,0.3323,0.3323
G02662,126.938152,37.395413,1.0,20.0,0.1282,0.3282,0.3282
G02319,126.96303,37.390908,1.0,20.0,0.1279,0.3279,0.3279
G03046,126.959637,37.399917,1.0,20.0,0.1255,0.3255,0.3255
G02771,126.978861,37.396314,1.0,20.0,0.1248,0.3248,0.3248
G03592,126.916667,37.407125,1.0,20.0,0.1234,0.3234,0.3234
G03243,126.93476,37.40262,1.0,20.0,0.1216,0.3216,0.3216
G01924,126.929106,37.386404,1.0,20.0,0.12,0.32,0.32
G02810,126.940414,37.397215,1.0,20.0,0.1179,0.3179,0.3179
G02025,126.960768,37.387305,1.0,20.0,0.1175,0.3175,0.3175
G00993,126.94946,37.374692,1.0,20.0,0.115,0.315,0.315
G04324,126.918929,37.416134,1.0,20.0,0.1125,0.3125,0.3125
G02392,126.96303,37.391809,1.0,20.0,0.1122,0.3122,0.3122
G02661,126.937022,37.395413,1.0,20.0,0.1116,0.3116,0.3116
G02868,126.923452,37.398116,1.0,20.0,0.1115,0.3115,0.3115
G02839,126.973207,37.397215,1.0,20.0,0.111,0.311,0.311
G02738,126.941545,37.396314,1.0,20.0,0.1107,0.3107,0.3107
G01875,126.956245,37.385503,1.0,20.0,0.1098,0.3098,0.3098
G02220,126.933629,37.390007,1.0,20.0,0.1097,0.3097,0.3097
G02883,126.940414,37.398116,1.0,20.0,0.1076,0.3076,0.3076
G02906,126.966422,37.398116,1.0,20.0,0.1057,0.3057,0.3057
G02613,126.965291,37.394512,1.0,20.0,0.1056,0.3056,0.3056
G04179,126.92006,37.414332,1.0,20.0,0.1053,0.3053,0.3053
G04251,126.918929,37.415233,1.0,20.0,0.1041,0.3041,0.3041
G03197,126.965291,37.401719,1.0,20.0,0.1007,0.3007,0.3007
G02198,126.908752,37.390007,1.0,20.0,0.1,0.3,0.3
G01995,126.926844,37.387305,1.0,20.0,0.0979,0.2979,0.2979
G02023,126.958507,37.387305,1.0,20.0,0.0976,0.2976,0.2976
G02068,126.926844,37.388206,1.0,20.0,0.0975,0.2975,0.2975
G04078,126.970945,37.41253,1.0,20.0,0.0973,0.2973,0.2973
G02845,126.979992,37.397215,1.0,20.0,0.0935,0.2935,0.2935
G01205,126.941545,37.377395,1.0,20.0,0.0932,0.2932,0.2932
G02221,126.93476,37.390007,1.0,20.0,0.093,0.293,0.293
G02548,126.974338,37.393611,1.0,20.0,0.0911,0.2911,0.2911
G02988,126.976599,37.399016,1.0,20.0,0.0893,0.2893,0.2893
G03387,126.932498,37.404422,1.0,20.0,0.0892,0.2892,0.2892
G02102,126.965291,37.388206,1.0,20.0,0.0892,0.2892,0.2892
G02145,126.931368,37.389107,1.0,20.0,0.0848,0.2848,0.2848
G02180,126.970945,37.389107,1.0,20.0,0.0845,0.2845,0.2845
G03886,126.918929,37.410728,1.0,20.0,0.0841,0.2841,0.2841
G01945,126.952853,37.386404,1.0,20.0,0.0836,0.2836,0.2836
G03195,126.96303,37.401719,1.0,20.0,0.0833,0.2833,0.2833
G02002,126.93476,37.387305,1.0,20.0,0.0829,0.2829,0.2829
G03332,126.952853,37.403521,1.0,20.0,0.0822,0.2822,0.2822
G03934,126.973207,37.410728,1.0,20.0,0.0808,0.2808,0.2808
G02495,126.914406,37.393611,1.0,20.0,0.0803,0.2803,0.2803
G02222,126.935891,37.390007,1.0,20.0,0.0803,0.2803,0.2803
G02001,126.933629,37.387305,1.0,20.0,0.0792,0.2792,0.2792
G02076,126.935891,37.388206,1.0,20.0,0.0787,0.2787,0.2787
G01860,126.939283,37.385503,1.0,20.0,0.0785,0.2785,0.2785
G02466,126.964161,37.39271,1.0,20.0,0.0764,0.2764,0.2764
G02397,126.968684,37.391809,1.0,20.0,0.073,0.273,0.273
G03480,126.955114,37.405323,1.0,20.0,0.0712,0.2712,0.2712
G02400,126.972076,37.391809,1.0,20.0,0.0701,0.2701,0.2701
G03424,126.974338,37.404422,1.0,20.0,0.0696,0.2696,0.2696
G03316,126.93476,37.403521,1.0,20.0,0.0693,0.2693,0.2693
G02393,126.964161,37.391809,1.0,20.0,0.0681,0.2681,0.2681
G02795,126.923452,37.397215,1.0,20.0,0.068,0.268,0.268
G03240,126.931368,37.40262,1.0,20.0,0.0665,0.2665,0.2665
G03366,126.908752,37.404422,1.0,20.0,0.0661,0.2661,0.2661
G03462,126.93476,37.405323,1.0,20.0,0.0659,0.2659,0.2659
G02567,126.913275,37.394512,1.0,20.0,0.0641,0.2641,0.2641
G00054,126.960768,37.36298,1.0,20.0,0.0637,0.2637,0.2637
G02414,126.905359,37.39271,1.0,20.0,0.0632,0.2632,0.2632
G02515,126.937022,37.393611,1.0,20.0,0.0626,0.2626,0.2626
G00338,126.951722,37.366584,1.0,20.0,0.0625,0.2625,0.2625
G01494,126.938152,37.380998,1.0,20.0,0.0613,0.2613,0.2613
G02430,126.923452,37.39271,1.0,20.0,0.0606,0.2606,0.2606
G01782,126.933629,37.384602,1.0,20.0,0.0601,0.2601,0.2601
G03300,126.916667,37.403521,1.0,20.0,0.0597,0.2597,0.2597
G02961,126.946068,37.399016,1.0,20.0,0.0594,0.2594,0.2594
G02979,126.966422,37.399016,1.0,20.0,0.0589,0.2589,0.2589
G01633,126.930237,37.3828,1.0,20.0,0.0576,0.2576,0.2576
G03088,126.924583,37.400818,1.0,20.0,0.0566,0.2566,0.2566
G03123,126.964161,37.400818,1.0,20.0,0.0561,0.2561,0.2561
G04023,126.908752,37.41253,1.0,20.0,0.055,0.255,0.255
G02832,126.965291,37.397215,1.0,20.0,0.0549,0.2549,0.2549
G03803,126.907621,37.409827,1.0,20.0,0.0545,0.2545,0.2545
G03224,126.913275,37.40262,1.0,20.0,0.0529,0.2529,0.2529
G03084,126.92006,37.400818,1.0,20.0,0.0525,0.2525,0.2525
G03237,126.927975,37.40262,1.0,20.0,0.0519,0.2519,0.2519
G02864,126.918929,37.398116,1.0,20.0,0.0517,0.2517,0.2517
G03007,126.915536,37.399917,1.0,20.0,0.0516,0.2516,0.2516
G02003,126.935891,37.387305,1.0,20.0,0.0501,0.2501,0.2501
G03546,126.947199,37.406224,1.0,20.0,0.0464,0.2464,0.2464
G03695,126.950591,37.408025,1.0,20.0,0.0437,0.2437,0.2437
G02298,126.939283,37.390908,1.0,20.0,0.0436,0.2436,0.2436
G01932,126.938152,37.386404,1.0,20.0,0.0428,0.2428,0.2428
G03617,126.944937,37.407125,1.0,20.0,0.0428,0.2428,0.2428
G01566,126.937022,37.381899,1.0,20.0,0.0403,0.2403,0.2403
G01641,126.939283,37.3828,1.0,20.0,0.0399,0.2399,0.2399
G01565,126.935891,37.381899,1.0,20.0,0.0398,0.2398,0.2398
G02089,126.950591,37.388206,1.0,20.0,0.0394,0.2394,0.2394
G01275,126.938152,37.378296,1.0,20.0,0.0392,0.2392,0.2392
G03178,126.943806,37.401719,1.0,20.0,0.0383,0.2383,0.2383
G03227,126.916667,37.40262,1.0,20.0,0.0379,0.2379,0.2379
G02090,126.951722,37.388206,1.0,20.0,0.0365,0.2365,0.2365
G01488,126.931368,37.380998,1.0,20.0,0.0362,0.2362,0.2362
G04032,126.918929,37.41253,1.0,20.0,0.0354,0.2354,0.2354
G01873,126.953983,37.385503,1.0,20.0,0.0338,0.2338,0.2338
G02144,126.930237,37.389107,1.0,20.0,0.0322,0.2322,0.2322
G01775,126.925714,37.384602,1.0,20.0,0.0316,0.2316,0.2316
G02229,126.943806,37.390007,1.0,20.0,0.0291,0.2291,0.2291
G03119,126.959637,37.400818,1.0,20.0,0.029,0.229,0.229
G03656,126.90649,37.408025,1.0,20.0,0.0278,0.2278,0.2278
G02101,126.964161,37.388206,1.0,20.0,0.027,0.227,0.227
G00198,126.958507,37.364782,1.0,20.0,0.0269,0.2269,0.2269
G02656,126.931368,37.395413,1.0,20.0,0.0269,0.2269,0.2269
G03372,126.915536,37.404422,1.0,20.0,0.026,0.226,0.226
G03569,126.973207,37.406224,1.0,20.0,0.0256,0.2256,0.2256
G03526,126.924583,37.406224,1.0,20.0,0.0255,0.2255,0.2255
G00126,126.959637,37.363881,1.0,20.0,0.0254,0.2254,0.2254
G02142,126.927975,37.389107,1.0,20.0,0.0241,0.2241,0.2241
G03275,126.970945,37.40262,1.0,20.0,0.0241,0.2241,0.2241
